text,final
so quick one guys have you taken the covid vaccine if yes how did you reach to it,0
i took covid vaccine am i safe even after youre vaccinated keep taking precautions continue to take actions to slow and eventually stop the spread of the virus even after you have been vaccinated keep a safe distance from others and avoid crowds,2
can i mix and match covid vaccine together fill the survey below to get more information apple music wizkid davido,0
trump quitely took the vaccine,0
i guess you did not read the tweet by the who country rep it was an initiative which nigeria showed interest but who found out that we do not yet have capacity to store pfizer vaccine at _c az vaccine can be stored at normal temp and we are booked for m doses already,2
who dey talk about vaccination,0
hamdani buba ssa recieve his first shot of vaccine today,0
since they hid palliative make dem hide vaccine,1
about getting the covid vaccine,0
covid vaccine form kindly fill the form below,0
then the fgn should iron out a cbn package to help them out also i recall the fgn promised to pay the salaries of private school teachers who pay tax during the lockdown whatever happened to that policy my children will resume after comprehensive vaccine roll out,0
tambuwal vaccine efficacy higher than its risk by gov cfr mutawallen sokoto being transcript of a press briefing after he his deputy and some members of the sec took jabs of the astrazeneca vaccine at,0
kaduna update compliance with covid protocols and vaccination required to access kdsg offices from st october,0
well this was the impression at first that we will be having challenges from the people of tsangaya rather we found them welling to learn about the covid and the vaccine but the problem they dont have enough information that will help them to get vaccinated,2
denmark is suspending use of the oxfordastrazeneca vaccine as it investigates reports of some patients developing blood clots,0
talk to us are you opposed to taking the vaccine,0
i hear say that vaccine dey kill person so i never ready die cus i be husband of my mama,1
how do i get the covid vaccine,0
yehhh oo my hand don dey pain me after this covid vaccine oo,1
what is the relationship between getting the vaccine at government level and democracy it is our right for a government elected by the people to look after its citizens do we honestly have something to say if not maybe one should go and watch dstv,0
the varying effectiveness rates miss the most important point the vaccines were all effective in the vaccine trials in stopping hospitalizations and death,2
a vaccine sticker on your pet card does not confirm a successful vaccination who vaccinated how when these info are more important than the sticker vaccines,0
finally i can see president buhari in picture receiving covid vaccine this time around not message from the media guys in the presidency sir bandits and fulani herdsmen are ravaging the country do something,0
is it mr president who should know or nafdac ndlea should do their job well and confirm that a vaccine is not harmful to nigeria after all we already take yellow fever etc vaccines if codine cough syrup were available still we dont need cov vaccine,2
you don collect vaccine or not,0
covid vaccination update in states + the fct total vaccinated proportion vaccinated hows your state performing,0
president yesterday in brussels belgium welcomed the designation of nigeria as one of the six countries in africa designated as manufacturing bases for the covid vaccine while also calling for collaboration to address the effects of the pandemic,0
in the hospitals came from these same foreign countries then the whites were not depopulating blacks but only through covid vaccines anyway its a matter of choice nobody is forcing anyone so now you don collect vaccine,0
if course you have to still keep yo the ncdc guidelines and the vaccine of course will help you fight covid at least it will prevent you from it,2
president and the vice president received their covid vaccine this morning at the state house abuja th march leadership by example go pick a date for your vaccination is real,2
awonti astrazeneca boss,0
national women management committee navigating the covid vaccine controversy dr babatunde saka,0
ordinarily without a vaccine theres over survival rate the ignorance out there is alarming ____ the vaccine doesnt boost your immune system how then will it make your survival rate higher,1
that you are somewhat immune from getting infected after getting the vaccine hasnt been proven that it also stops you from being able to infect other people,0
the us can promote equity in ending the pandemic i share ways to achieve vaccine equity in this piece,2
na one chance o palliative has been looted price of everything spiked fg self no dey plan bring in vaccine anytime soon imagine we havent even done testing for of the population,0
everyone is milking this nicki vaccine thing too much,0
yutron don stop dey shout ontop vaccine i guess on a long enough timeline everyone will open their eyes to reality,0
did you finally take the vaccine,0
my friends in benin who got vaccinated found it quite hard to sleep for two daysfever and general weakness were the complaints they got fine later soon before you enter any institution you may have to tender your vaccination cardit is going to get to that unfortunately,0
dama su suka raba palliatives kaga wanda baa bawa ba ya zai yadda ayi masa wata covid vaccination,1
mehn i hate cow shit vaccination with virous package in it,1
omo people still dey ask how safe is the vaccine if truly you love yourself you better register with the below link if otherwise you can keep doubting,2
this vaccine side effect get as e bi,1
to increase vaccination rates reduce the burden on health services and increase protection for the public i had to finish your sentence,2
astrazeneca rescue nigeria please apple did it few years ago yes you can,0
who knows any covid vaccination centres here in akurekindly drop location,0
theres a vaccine developed by you kindly send us pictures and test results before and after to establish its efficacy if not yawn,0
as we await the covid vaccine tomorrow tuesday in nigeria will you be vaccinating yourself when it finally arrives join the conversation now on,0
dr boluwatife a frontline worker shared his perspective there is the fear that the oxfordastrazeneca has adverse sideeffects and there are workers who arent taking the vaccine because they assume they have had the infection and are now immune,0
this is why is trending serious adverse effects attachedit says that spontaneous abortion fetal death stillbirth congenital anomalies ectopic pregnancy have you taken your own vaccine yet osinbajo buhari,1
i think this vaccine will be the best for africa and rd world countries particularly for nigeria where we dont keep proper records we dont even have the demography of how many youths we have talk less of our population,2
whats d procedure for vaccination do u just walk in or u pre register,0
hope the covid vaccine will be rendered free to all nigerians,0
have you had a dose of the vaccine because your level these days is amazing,0
hope say you go attend and also register for the covid vaccine,2
how will they know if someone have been vaccinated previously to avoid double vaccine for individuals,0
they don turn covid vaccine to human being wey dem dey welcome im scared in advance for how the vaccines will be rolled out what is the hope for the common man,1
russian vaccine million american vaccine million nigeria no money and you must take it,0
if the vaccine is somehow the mark of the beast you cant pray it away oh and doesnt this mean you have missed rapture,1
dont waste ur resources to buy covid vaccine bcoz i personally i will not take it i prepare to finish my education than useless vaccine,1
administration of the second dose of the astrazeneca vaccine will begin in two weeks according to the lagos state government,0
is gradually turning into an african disease thanks mainly to vaccine inequity leading to low vaccination rates,1
i love this three main thing thanking god for life science made it possible in terms of treatment and vaccine common sense which is wear your mask and observe covid protocols,2
same people pushing the covid vaccine,0
ok more for us president buhari should tell astrazeneca well take all their unwanted vaccines for nigeria,1
ignorance is a disease pfizer is a business organisation they even made less money during covid,0
_issues that matter covid|| eu ||vaccination most of eu member states are halting az vaccinations as a precaution while checks are made on the number of cases of blood clots developed after the vaccine was administered,1
im fully vaccinated but i feel vaccination shouldnt be forced and the unvaccinated shouldnt be deprived of their freedom to free movement because even as it stands the fully vaccinated still contract the virus so what are you trying to protect,2
is the vaccine already available and in use in nigeria,0
lets keep our eyes peeled for unusual behaviour we may soon see people climbing walls or becoming invisible or displaying some sort of metahuman abilities as we dont know what these vaccines will do to alter dna as it is,1
did nigeria nafdac even understand their own work i dont even believe dey have the equipment to carry out the test in a world where every country are busy looking out for way of producing their own vaccine my country leaders are finding a way of embezzlement since march,0
has just received his first jab of the astrazeneca vaccine via,0
who else can take the vaccine the vaccine is safe and effective in people with known medical conditions associated with increased risk of severe disease such as hypertension chronic lung disease significant cardiac disease obesity and diabetes,2
vaccine for and america,0
other nations are begging their citizens to take the vaccinationin nigeria the citizens are struggling to get the jab theres something very wrong about this country and we all dont know what it is imagine going for vaccination and they say its only in the morning,0
dr mustapha inuwa phd ssg katsina state government has today received his covid vaccine,0
my first dose of covid vaccine psychiatric hospital kware its safe and effective,2
i was told there is no crowd to get the vaccine here i am number should be easy to get done and move you think nope i have been here for an hour and nobody don get vaccine yet,2
vaccine is effective and reliable,2
_covid vaccination records stored on vechain as use cases grow a hospital in cyprus is now utilizing the vechain blockchain to store vaccination records,0
today on well be discussing improvement and set back of vaccination in nigeria guest dr iwon joseph urang state immunization officer rivers state,0
happy birthday the vaccine enthusiast,0
eligible un personnel and dependents as well as ingos receiving st dose of covid vaccine unshared premises bauchi zonal office vaccination site well arranged and covid prevention protocol observed,2
im fully ready to recieve covid vaccine the date is at kd health clinic ngarshang kwoi,2
ghana receives first batch of covid vaccine my country the pseudogiant of africa is still setting up committee to look into how to bring in the vaccine into the county issokay,0
also the method used by pfizer moderna and astrazeneca vaccines are existing scientific breakthrough that have been in existence for decades eg astrazeneca method had been previously used in the development of mers and ebola vaccines in the past moderna and pfizer mrna method,0
vaccine cold room all the way first nigerian manufacturing company to launch vaccine cold room dekoolar nigeria limited we cool it we freeze it__ lagos nigeria,0
is this something we should all be celebrating about huh a vaccine that not even enough to round,0
she is either claiming to be too tired to see me or that is working on some project with her boss which i know were all lies in mid april unfortunately i got tested positive even after taking the vaccine and i was seriously down breathing was hard feeding was even harder,1
kaduna update commissioner of health has disclosed that persons in the state have taken the astrazeneca covid vaccine of health workers have so far been vaccinated as at march of the target population for phase have received the vaccine,0
serious nations of the world utilise their human resources optimally and their health indices speak volumes of their efforts our nation can do better for her citizens pharmacists are uniquely trained and disposed to deliver great value such as vaccination to the nigerian populace,0
the power asymmetry and supremacy that pervades all aspects of global health will further privilege hic folks with the advent of vaccine passports which exacerbates the inequities already seen in vaccine access,1
think i made the wrong choice going for modernai no fit carry my left hand up since yesterday,1
i dont care if vaccine rollout or prolonging crisis god is better than corona virus ok,0
fda approves pfizer vaccine for adolescents to years old,0
in line with the commitment of the nysc scheme to the welfare of corps members the fct and state secretariats of the scheme in collaboration with the national primary health care department agency has commenced the vaccination of corps members against coronavirus,0
i had the privilege of taking yesterday at ibb golf course aso drive but still didnt take it i think i have to summon the courage to take the vaccine be it or astra but i really dont want anything to compromise my thats all,1
is it the same batch of vaccine why the big announcement as it is for the most privileged the rest of us mask up wash hands social distancing it might take time before it reaches you,0
and lets have more people join to support the vaccination process in our respective countries and locale thank you,2
please where can one get covid vaccination in obafemi owode lg of ogun state,0
same here in ado ekitiwent to the health center last week tuesday and they told i and my friend it lasted for days imagine ooo they gave pple vaccine in days for the whole of ado ekiti,0
i didnt want to believe this at first then found more sources to it so is it that keepingselling the iprights exclusively is the only possible incentive for vaccine developers to keep up their work i am still confused,0
theytell you this is pandemic of the unvaccinated and that anti vaxxer are the one spreading and mutating the viruscause they the puppet master mix bits of truth and twisted lies about vaccinethe virusthat keeps pitching vaxxer and anti vaxxerhard against each others,1
asides i hope these heart issues footballers are not covid vaccinationrelated one too many now,0
like he had an underlying illness a long time before he took the vaccine i think he strted reacting badly after he took it he passed yesterday,0
chelsea to ask fans for proof of vaccination or negative covid test ahead of mens and womens home games,0
una no go hear word now about them say the vaccine they make blood clot norway don suspend am ooo and some countries too nigerian they collect am they happy abi,1
what is the important of the vaccine since those that have complete dose still contact and die of it,1
na why djokovic no wan gri collect the vaccine be this,0
look how president kagame is discussing live with the ngozi okonjiiweala tony elumelu tedros adhanom and muhktar diop on the economy and vaccine inequity can your president ever,0
the vaccination will be in phase i think yuh fall under phase which is to years,0
not me asking oyin how much the vaccine is,0
dear sir even in med school surprisingly lecturer spoke about why we shouldnt take the vaccine because the virus has mutated i was shocked that he advocated it with all the stories he gave question is was he right to suggest vaccine refusal based on mutated strains,0
come and take your covid vaccination,2
take vaccine you no go takke no covid don jack you for neck gws,2
is it for real and tested agaist covid as for those who have taken d vaccine no need to fear the virus n no more face mask was shocked to hear that the vaccine finished after days of admistering it in my area after restering,2
on behalf of our state i yesterday evening took delivery of a total of doses of the oxfordastrazeneca covid vaccines from the federal government i commend and the ptf for their effort in ensuring that nigeria is covid free gov,2
pfizer cant do it again,0
before you know the vaccination at public centres would stop and people would be adviced to go to private hospitals where they have to pay this is not right not everything is about revenue something given to us for free,0
shout out to astrazeneca gotta be one of my favorite genders,0
after reading that i wont be taking the vaccine im sorry i feel so bad for her mom,0
epivaccorona the second vaccine developed by russia is said to be effective lots of breakthroughs in medical research but where is nigeria in the race for solving the worlds most pressing issue at the moment or we waiting for solution to come,2
hilarious moment soldier tries to take covid vaccine,0
i no need their vaccine e fit be fake,1
ghana has become the first african country to receive vaccines through the covax facility doses of oxfordastrazeneca arrived in the country this morning,0
nbn covid vaccine logistics cost claim us false fg,0
if the vaccine is good it will not get to the street but end up in the hands of political elites just like beds space in isolation centers,0
the west aim is to depopulate the world through the hoax with the vaccine and other vaccine poison,1
where will i get the vaccine in kano,0
but sheybi they said even with vaccine mans can get the new editions of the virus,1
at exactly pm today i took the jab astrazeneca,2
people be collecting covid vaccine card without being vaccinated wawu,0
since nafdac has approved the johnson and johnson vaccine can it then be taken as a second dose even though the astrazeneca was the first this needs to be explained,0
our chairman during with commended for initiating an investment in local vaccine productionwe have the capacity with advancement in ict lets ensure speedy implementationand sustainability watch more,0
in fact the tsunami of cases is so huge and quick that it is overwhelming health systems around the world try and get your covid vaccine as soon as possible,2
lol the way theyve demonised the vaccination ehn,0
we need to get vaccines to all countries because it has affected so many lives and the poor the us must support sharing and manufacturing to help the world meet vaccination by mid,2
i am collecting covid vaccine tomorrow tomorrow is the deadline given to us at work how far guys how did feel when you collected the vaccine i just hope i dont create a scene tomorrow,0
this was exactly how they gathered to receive some chinese medics last year but the minister later denied them meanwhile congratulations and happy vaccine delivery to all nigerians,2
really thankful for this vaccination courtesy of the management team _,2
was meant to be in yaoundÔøΩ this evening for work na so i carry my kaya marching to the airport to check in only to learn that cameroon requires a negative pcr test result alongside your covid vaccine card phew trip and meeting shifted i don go house go hug my babies,0
two things ive learnt today vaccine like i said from being is scam wants the role of a deputy chairman lol,1
so youre forcing covid vaccine on us astrazeneca despite it recoded negative impact around the world,1
i collected the vaccine and it fucked me up badlymy head bangs and my temperature is high,1
covid vaccine is free and safe,2
emarging fg make this vaccine compulsory for all citizens what should i do den,0
likeeeee israel america uk china italy no single fanfare for first vaccination this is the wastefulness we talk about in government someone will hire photographer do printed shirts catering and video editing security photo op for millions of naira for this crappp,0
no one can force or compel you to take the vaccine beside if it was the good theyll not let you know these governors are probably promised reward id the vaccine can be sold in their various states how about they use the same energy to work on the constitution imposed,1
after vaccination we ball,2
kindly visit the ncdc website for details about the vaccine in nigeria,0
nothing much just an antivaccine campaigner who finally got covid and nearly died from it,1
citad sets to implement public education on covid vaccine project,0
discussions were made about efforts to ramp up covid vaccination in the state while putting everyone on board regardlessly,0
got vaccinated yesterday by your consistent advocacy here but the conspiracy against the vaccine is highly coordinated by seemingly educated people in the society,2
hows the covid vaccine,0
i have just done the registration pls register and take the vaccine,2
so she shouldnt post her experience because itll make others hesitant on vaccination pls lets make it make it make sense,0
received a covid vaccine today,2
briefing media personnel on covid vaccine reportage in gombe state present,0
question so what does the vaccine do or what good is it to us if answers to all questions are negative good morning all,1
rising covid cases nut cautions fg against jan schools resumption date,0
i think we would have our own vaccine,0
someone told u people g was responsible for corona said the vaccine is the mark of the beast e don go dubai go collect vaccine,0
receives covid vaccine,2
why are we not producing the vaccine here,0
fg releases sharing formula for first batch of covid vaccine doses as in kano in lagos,0
if you are yet to be vaccinated visit the nearest vaccination site to receive ur vaccine,2
moderna vaccine really messed u up my day,1
dr was at test centre he shared some vital tips on how to beat the pandemic wear wash your regularly for at least seconds avoid large gatherings get the covid vaccine,2
long covid is real some could be considered disabilities would you rather take your and maybe have few mild symptoms like pain at injection site or face the risk of long covid symptoms such as heart disease etc join this space at pm wat,2
alhamdu lillah received my nd dose of astra zaneca vaccine today thanks for the painless jab oh allah heal us from this pandemic,2
he gov mai mala buni today took the second dose of the covid vaccination governor buni took the first dose on th march the governor urged people to avail themselves for the vaccination exercise and to observe the covid protocol,0
as long as countries demand vaccination as a condition of entry djokovic is going to have problems at other grand slams,0
no nd dose of astra zaneca or why am i seeing moderna upandan,0
register to secure a date and time for covid vaccination on the registration portal of the fed min of health for covid vaccination registering on the portal will make your vaccination easier and faster,2
which of the vaccine did he take hope its not covishield,0
i like how new amsterdam constantly teaches and portrays our ongoing medicinal issues and how and why you should do what this episode on covid vaccination was impressive,2
just registered company and business name contact us for your cac matters astrazeneca oxlade damian marley release erica to us,0
get your civic vaccine isfree and reliable,2
all that celebration that the vaccine mandate was lifted and kai was coming back for nothing,2
aa alhamdulilah lm fine so no need of any vaccine for oo,0
so can anyone here link me up to get covid vaccine this morning,2
who on vaccination keep maintaining the covid protocols,0
thank god i want pfizers vaccine when do we get the vaccine here,2
vaccine is safe demonstrates in today at the flag off ceremony,2
i speak verily as having immortality residing in me i have also obtained witness of heaven to be faithful dont listen to the gibberish on the vaccine fronted by many pastors many of them could not pass elementary integrated science class to be talking about science,2
hell yeah this nonsense has to stop but as with brexit there is no middle ground we are being polarised vaccine apartheid will follow if we dont stand up to the bully boy tactics now and rewrite the narrative with a dose of truth,0
took my first jab of the vaccine today thanks to science,2
coz unlike other vaccines the vaccine doesnt prevent you from getting covid,1
you wan mock us but you dont even know where your covid vaccine is going to come from you lack focus,1
this is my problem with this specific vaccine,1
those who claim covid was a hoax in nigeria will be the first to line up for vaccination just watch and see,0
introduction training to healthcare providers who is going to provide the vaccine at the ground level,0
the national carrier said that starting july all passengers travelling to from must present a negative pcr test result conducted hours before departure or a negative antigen test less than hours old or a vaccination certificate,0
people are still not getting the vaccine haba,2
the same set of people that couldnt develop hiv vaccine for almost years developed covid vaccine in less than year who cursed us please,1
it depends on how you look at it the vaccines have varying efficacy depending on which vaccine against mildmoderate cases of covid theres still a small chance that vaccinated people can contract mildmoderate covid,0
coronavirus n buharis cabals many of the illiterate cabals still remaining in the villa may subscribe to taking overdose of covid vaccine as buhari has brought relief to them by importing these vaccines but the way some of the apc cabals are rushing after this vaccine may,0
i facilitated a session on adverse event following immunization during maternal and neonatal elimination vaccination campaign training by the end of my session this was the way the participants appreciated me paracetamol clap love these people,0
press release a call for more equitable global covid vaccine distribution as covid continues to take a heavy toll on populations around the world a not for profit ngo hereby calls for more efficient and equitable distribution of covid vaccines who,0
im proud to be a nigerian and i agreed that in my country there is no free health care no free education and no price controlso im not after any free vaccination,1
boma be talking about women everytime like its his dose of covid vaccine,0
so after all said and done what did cacovid really do for nigerians what happened to the palliative they spent over _bn on where is the vaccine bua paid _bn for,0
if you are thinking about having a baby and are offered the covid vaccine than saying yes might be the best way to protect you and your family staying healthy is important to conceiving and having a safe pregnancy the covid vaccine helps you stay well,2
abc nose mask for people who are vaccinated what is america not telling us ______ i am in nigeria and have made up my mind not to take the vaccine because your actions point to the fact it doesnt worksotu everyone social distance during speech kiss and hug after with nose masks,1
have you registered your folks for covid vaccine did you catch their reactions,0
why would that been news every nigeria would been vaccinated if they wished,0
q why do i need to take a booster dose a a booster dose is the additional dose of the covid vaccine taken after the full dose of any brand of the vaccine for further protection against the virus,0
says health workers people watch what we do and not just what we say get your covid vaccine to inspire others,2
after the president claims he has been vaccinated they dicided to use us the military to entice civilian but behold non of the soldiers took the vaccination the vaccine is being dumped,1
so we have vaccine now ba,0
saura aje ayi masa pcm ace vaccine neh,1
advocate visit by the es sphcda to specialist hospital on covid vaccination roll out,0
there are no super powers anywhere solutions and treatments should be domesticated one vaccine can never cure billion people,1
the executive chairman adsphcda gives remarks during one day state media orientation and engagement meeting on covid vaccine roll out,0
i went to collect vaccinethey ask for my age i tell them finish com dey ask how come when i reach that age,0
barnawa health center has plenty but biontec pfizer,0
if na permanent offer that comes with promotion and all stay ja and do vaccination around the globe,0
after building immunity either with vaccine or naturally who suggests it is months before your immunity expires i lack trust for who but i am bringing it here because of how boldly you said rubbish about verified data,0
the dtap is usually recommended to be taken by pregnant women who are weeks into pregnancy it is an highly important vaccination which should not be missed out during pregnancy,0
be like since i take this covid vaccine i just d eat like hercules from six pax days ago now im struggling to maintain pax,1
the permanent secretary ministry for women affairs and social development hajia aisha muhammad maikurata among other top government officials received first jab of the astrazeneca coronavirus vaccine,0
i wish cross riverians will adhere to this vaccine administration and debunk religion or traditional belief,2
you dont force the on people has the right to refuse the vaccine and must be respected,1
i took the nd jab of covid vaccine today i hope i can now move freely without wearing face mask,2
they are making this vaccine collection difficult common sense thing,0
so its been months already taking my nd dose of that bloody covid vaccine time to feel like shit for a whole day,1
uk would not have been able to vaccine at this rate if they were still part of eu this is another advantage of the brexit now they are in kinda loggerhead with eu because of their deal with astrazenica,0
the vaccine only protect you from getting ill or sick after contacting the virusyou can still catch it and spread it to another person that hasnt taken the vaccine and tsuch person get sick so protect others you need to still wear it,0
shegiya katsina daga naje ansar vaccine sai ace an ganni can zaune to daman daga tsaye akeyi ne,2
u dont require visa on arrival if ur visiting nigeria with a ghanaian passport its direct access to ur businessand vice versau might need to show ur accomodations detailsplus yellow cardand maybe covid vaccine card now,0
the united nationsun system in nigeria has disclosed that million doses of the astrazenecaoxford vaccine has arrived nigeria the vaccine is manufactured by the serum institute of indiasii and was shipped to the country via the covax facility,0
lol the test kits here have all been probably compromised sef not to talk of taking a vaccine here therell soon be forced vaccination tho,1
which one be this vaccine now,0
with all its brilliant minds in medicine no african country has been able to develop its own covid vaccine,0
the volume is now well ok fully prepaid waiting for the astrazeneca covid vaccine,2
germany doubts efficacy of covid astrazeneca vaccine for old people more data needed,0
dont trust peoplethat keeps palative to themselves but trying to force vaccine on you,1
seeing how some church goers are gullible he should not be sounding like he has a problem with the vaccine he should encourage those who need it to take it and those who dont not too he isnt exactly praying and giving healing to those that are positive is he,2
i have registered for covid vaccination i appeal to you to do the same i pray to have free covid country,2
close to athletes and officials were earlier today led by the state sports commissionerchief offu aya to the uj esuene sports stadium calabar for the first round of covid vaccination exercise this is in preparations to the nigeria games,0
covid vaccine finally taken its safe and effective we move national hospital abuja,2
hey mask up keep your distance get vaccinated these are the responsible things to do,2
kwara continued its leading roles in nigerias response at the weekend with the state emerging number one in preparation for vaccination and implementation countrywide the report emerged after the first day vaccination campaign which ended on friday,0
objective expansion of covid vaccination coverage via private healthcare facilities community pharmacies inclusive and scalability to routine immunisation in community pharmacies in the nigerian healthcare delivery system,2
it wont stop you from contracting covid it wont stop you from infecting others with it what exactly is the vaccine for,1
doctor leading by example vaccine is safe thank you dr ijeoma agbo,2
just in covid vaccine is now in nigeria,0
sorry dearsame here too have not been myself since i got my first dose of the covid vaccine since two weeks ago having cold since saturday and i was shivering like a little chick throughout today in the office body pain and high temperature oti sun mi,1
the race to end isnt over until everyone everywhere can access a safe and effective vaccine please choose the right side of history and support the wto to make vaccines and treatments widely available,2
wahala for who never collect vaccine if omicron hold you,2
dear how on earth will you people send me messages of different names because of vaccination or dont you people have record of people who come for vaccination that you people will be using my number do register patients coz i dont understand,0
it should be a mixture of herbs pills and vaccine higher chance of survival than doing only one of the above,2
nnamdi kanu virus the vaccine is yet to be developed,0
lol same vaccine nigeria is using to vaccinate,0
the federal government is proposing to spend the sum of n billion for covid vaccination in and respectively via,0
lol this guy fit don collect vaccine e sure me,0
guys were can i get the vaccine,0
who in as much as people from tis clime are sceptical about the safety of the so call vaccineif inventually procured it will still go the way of the covid palliative,1
the secretary to the government of the federation sgf mr boss mustapha and members of the presidential task force on covid will receive their doses of the oxfordastrazeneca covid vaccines today the sgf office has said in a statement,0
this vaccine is kicking my ass wtf,1
received the vaccine since,2
receive astrazeneca covid vaccines says nphcda on the with,0
covid vaccination update may th in states + the fct of total eligible persons targeted for covid vaccination,0
the vaccine is safe and effective but underutilized to prevent especially in lmics immunization should be a social norm wherein the demand for and access to immunization for all members of every community is normal socially acceptable health behaviour,2
no vaccine in sight,0
buhari osinbajo to take covid vaccine on live television around doses of the pfizerbiontech vaccine are expected in the country at the end of january,0
the message they are passing is not about the certificate what people will hear is dont bother taking the vaccine if you are from those countries what they could have just done is ask people entering their country to still be quarantined but people wont take it again,0
one former commissioner sent medical personnel to come give me dad the vaccine some months back he wasnt home and my friend took not even up to mins my niqqa dozed off me i no take and i no gree take since then if syringe enter my body i dey vomit,1
shun misconceptions myths about covid vaccine experts tell nigerians,0
bauchi state governor and other government officials took second phase of covid astrazeneca vaccine,0
about the covid vaccine being procured for nigeria why have we reduced the life support arrangement of to mere bickering and petty politics do we ever unite to solve a national problem in nigeria without having personal sense of entitlement,0
yanzun ma sai ayi rigakafi,0
lagos its high time nigeria start buying the vaccine for her citizens,0
who set to approve nafdac for covid vaccine production,0
i think they should have allowed health workers get vaccinated first before others give them a timeline complete vaccination for them then ask others to start going for theirs,0
bad news on japanese scientists mu variant is highly resistant to sera from convalescent and pfizervaccinated people direct comparison of different spike proteins revealed that mu spike is more resistantthan all other current variants,0
palliatives missed me then i will miss covid vaccine retweet if you are with me,1
astrazeneca vaccine first jab,0
thank god my people are not taking the deadly vaccine,1
who would be my covid vaccine partner i need moral support to get the vaccine,0
so vaccine is a joke,1
lets get this on blockchain for your vaccination passport then you are fully ready to travel globally once more,0
ll receive same covid vaccine given to buhari fg w on the,0
dear taiwo your vaccination no is ngoygj and your vaccination site is oy bare primary health centre simply go for covi vaccination,2
vibes and inshallah quotes oga emy im sure in saner clime this thread should be accompanied with the website that has all relevant info but alas we know our people they can host dinner to welcome receiving donated covid vaccine,0
you don collect vaccine,0
president muhammadu buhari and vice president yemi osinbajo san this morning received the covid vaccine at the state house abuja th march photos tolani alli yobe state university,0
i work at a covid vaccination office and youll see clients remove their face mask just to hear you ill be like this is a face mask not an ear mask,0
just got the news of a family friend passing he fell ill after he took the covid vaccine i heard he was not really strong before he took the vaccine,1
najeriya na kasafin kuɗi na musamman kan rigakafi,0
president buharis chief of staff senior aides receive covid vaccine at state house clinic chief of staff to the prof ibrahim gambari on monday in abuja received his first dose of the covid astrazeneca vaccine at the state house clinic,0
if youre refusing to take covid vaccine just know that it also a vaccine just like we take vaccines for measles and immunisation for our children,2
what are the steps to getting the covid vaccine,0
i have just had my first dose of azenteraaa what what covid vaccine it is safe draaa draaa draa blaa bla blaaaa shen me shen me let me feel important ant small but mine is on my left hand______,2
i can take the nd dose of moderna when my first dose was astra zaneca,2
effect of not taking corona vaccine,1
dude each vaccine certificate has a bar code that works and verifiable vaccine batch number what the heck are you on you are practically excusing discrimination here,0
vaccination is good but im gonna pass on astra zeneca and wait for pfizer hopefully,2
someone share the link to register for vaccination,0
took my first covid vaccine shot today my arm has started aching,1
i thought its only our gender that are scared of taking the vaccine oo,0
congratulations for jabbing yourself with the poison the virus is a hoax,1
good morning mr excel vaccine landed in nigeriai pray the vaccines should not hijack or taken away by kidnapper,2
i just got my first shot of the covid vaccine,2
strategic leaders indeed all for covid vaccine fyi getting vaccinated still doesnt stop you from not getting infected so dont think its eureka yet because i really dont know why our senior citizens the public servants or the traders arent on this list,0
india has given out over million doses of the covid vaccine staggering,0
so whats with pushing the vaccine as though it would keep you completely safe you stand a chance of getting sick as well as the person who isnt vaccinated but maybe not as sick see you guys when the bible says jesus is the way it was an all inclusive statement,1
finally took my covid vaccine first jab today,2
egypt flags off covid vaccination exercise |,0
how do you explain how in a middle of a pandemic the worlds richest billionaires have seen a wealth increase of half a trillion dollar enough to pay for every person on the planet to get a vaccine this can only happen in a capitalist system,1
ongoing covid vaccination phase for health and other frontline workers,0
agbaka news astrazenecamercks lynparza to treat earlystage existing therapies have been recommended for treating patients with some forms of highrisk breast cancers,0
theres this growing concern about covid vaccine in my neighborhood two older men died without being sick right after they had their second shot its becoming an urban legend in this community,0
im more interested in seeing our governors take the vaccine id want to find out if there would be a confluence of ideology or confusion of ideology when its the turn of the youngest governor in nigeria,0
when i meet god im going to ask him why premarital sexfornication is a sin how can you love a human and be holding back from eating the human up__ anyways yall meet coco she had her first vaccine today and shes really tired i miss my babys energy,0
if the vaccine isnt everywhere this pandemic isnt going anywhere join our fight to end the pandemic find more information on the one world campaign and pandemica here,2
new zealand plan to reopen the country to tourists from next year if they are fully double at least vaccinated however the fully vaccinated tourists still have to self isolate for days upon arrival so we ask again what exactly is the point of this vaccine,1
nigeria politicians are evil let them take the vaccine the way they hid the palletives,1
dem dey inject expired vaccine for people body,1
people still believe covid vaccine is evilim fully vaccinated and no single sign of side effect,2
guys pls get vaccinated took my nd dose at iru local govt in victoria island there was no queue covid is real the vaccine is our only real protection,2
people intending take d vaccine pls use paracetamol after as u might feel slight headache or have a fever i ran temperature throughout day wt headache bt tnk god paracetamol i feel btr now theres no cause alarm some people didnt feel anything,2
i have registered and schedule for covid vaccine you can also register to get your vaccine faster through the below portal the portal is,2
egbon good morning your unspoken response to edo state claimed of getting covid vaccine was loud gan mcf,0
am very sure the govt will look into it and fish out the primary health officials doing this the vaccine is free for all,2
covid vaccination ongoing caring for you and me my environment who,2
million people across the uk have received their covid vaccine boris johnson,0
ontop covid vaccine na im this woman tell us make we go house say she no go administer the vaccine say make call anybody we like i nova see people wey rude like them obio cottage hospital port harcourt,0
my body system just dey reboot since i took this covid vaccine,1
studies have shown that a booster shot not only lengthens immunity but helps to broaden and strengthen your immune response even against variants such as omicron kindly use the link,2
